MCS; EVENT_ID; CELL_TYPE; CELL_ID; Parent_ID; Last_Stem_Cell_ID; P_STEM; MAX_DIVISIONS; CURRENT_DIVISIONS
0; INIT; 1; 1; 1; 1; 0.25; 8.0; 0
0; INIT; 1; 2; 2; 2; 0.25; 8.0; 0
0; INIT; 1; 3; 3; 3; 0.25; 8.0; 0
0; INIT; 1; 4; 4; 4; 0.25; 8.0; 0
0; INIT; 1; 5; 5; 5; 0.25; 8.0; 0
0; INIT; 1; 6; 6; 6; 0.25; 8.0; 0
0; INIT; 1; 7; 7; 7; 0.25; 8.0; 0
0; INIT; 1; 8; 8; 8; 0.25; 8.0; 0
0; INIT; 1; 9; 9; 9; 0.25; 8.0; 0
0; INIT; 1; 10; 10; 10; 0.25; 8.0; 0
0; INIT; 1; 11; 11; 11; 0.25; 8.0; 0
0; INIT; 1; 12; 12; 12; 0.25; 8.0; 0
0; INIT; 1; 13; 13; 13; 0.25; 8.0; 0
0; INIT; 1; 14; 14; 14; 0.25; 8.0; 0
0; INIT; 1; 15; 15; 15; 0.25; 8.0; 0
0; INIT; 1; 16; 16; 16; 0.25; 8.0; 0
0; INIT; 1; 17; 17; 17; 0.25; 8.0; 0
0; INIT; 1; 18; 18; 18; 0.25; 8.0; 0
0; INIT; 1; 19; 19; 19; 0.25; 8.0; 0
0; INIT; 1; 20; 20; 20; 0.25; 8.0; 0
0; INIT; 1; 21; 21; 21; 0.25; 8.0; 0
0; INIT; 1; 22; 22; 22; 0.25; 8.0; 0
0; INIT; 1; 23; 23; 23; 0.25; 8.0; 0
0; INIT; 1; 24; 24; 24; 0.25; 8.0; 0
0; INIT; 1; 25; 25; 25; 0.25; 8.0; 0
0; INIT; 1; 26; 26; 26; 0.25; 8.0; 0
0; INIT; 1; 27; 27; 27; 0.25; 8.0; 0
0; INIT; 1; 28; 28; 28; 0.25; 8.0; 0
0; INIT; 1; 29; 29; 29; 0.25; 8.0; 0
0; INIT; 1; 30; 30; 30; 0.25; 8.0; 0
0; INIT; 1; 31; 31; 31; 0.25; 8.0; 0
0; INIT; 1; 32; 32; 32; 0.25; 8.0; 0
0; INIT; 1; 33; 33; 33; 0.25; 8.0; 0
0; INIT; 1; 34; 34; 34; 0.25; 8.0; 0
0; INIT; 1; 35; 35; 35; 0.25; 8.0; 0
0; INIT; 1; 36; 36; 36; 0.25; 8.0; 0
0; INIT; 1; 37; 37; 37; 0.25; 8.0; 0
0; INIT; 1; 38; 38; 38; 0.25; 8.0; 0
0; INIT; 1; 39; 39; 39; 0.25; 8.0; 0
0; INIT; 1; 40; 40; 40; 0.25; 8.0; 0
0; INIT; 1; 41; 41; 41; 0.25; 8.0; 0
0; INIT; 1; 42; 42; 42; 0.25; 8.0; 0
0; INIT; 1; 43; 43; 43; 0.25; 8.0; 0
0; INIT; 1; 44; 44; 44; 0.25; 8.0; 0
0; INIT; 1; 45; 45; 45; 0.25; 8.0; 0
24; MITOSIS; 2; 46; 3; 3; 0.25; 8.0; 1
25; MITOSIS; 2; 47; 45; 45; 0.25; 8.0; 1
26; MITOSIS; 1; 48; 1; 1; 0.25; 8.0; 0
26; MITOSIS; 2; 49; 6; 6; 0.25; 8.0; 1
26; MITOSIS; 1; 50; 12; 12; 0.25; 8.0; 0
26; MITOSIS; 2; 51; 13; 13; 0.25; 8.0; 1
26; MITOSIS; 2; 52; 19; 19; 0.25; 8.0; 1
26; Q-MUTATION; 1; 27; 27; 27; 0.25; 8.0; 0
26; MITOSIS; 1; 53; 27; 27; 0.25; 8.0; 0
26; MITOSIS; 2; 54; 40; 40; 0.25; 8.0; 1
26; MITOSIS; 2; 55; 41; 41; 0.25; 8.0; 1
27; MITOSIS; 2; 56; 5; 5; 0.25; 8.0; 1
27; MITOSIS; 2; 57; 26; 26; 0.25; 8.0; 1
27; PSTEM-MUTATION; 1; 42; 42; 42; 0.27; 8.0; 0
27; MITOSIS; 2; 58; 42; 42; 0.27; 8.0; 1
27; MITOSIS; 1; 59; 43; 43; 0.25; 8.0; 0
28; MITOSIS; 2; 60; 2; 2; 0.25; 8.0; 1
28; MITOSIS; 2; 61; 11; 11; 0.25; 8.0; 1
28; MITOSIS; 1; 62; 33; 33; 0.25; 8.0; 0
28; MITOSIS; 2; 63; 39; 39; 0.25; 8.0; 1
28; MITOSIS; 2; 64; 44; 44; 0.25; 8.0; 1
29; PSTEM-MUTATION; 1; 4; 4; 4; 0.28; 8.0; 0
29; MITOSIS; 2; 65; 4; 4; 0.28; 8.0; 1
29; MITOSIS; 2; 66; 34; 34; 0.25; 8.0; 1
30; MITOSIS; 2; 67; 20; 20; 0.25; 8.0; 1
30; MITOSIS; 2; 68; 38; 38; 0.25; 8.0; 1
31; MITOSIS; 1; 69; 7; 7; 0.25; 8.0; 0
31; MITOSIS; 2; 70; 8; 8; 0.25; 8.0; 1
32; MITOSIS; 2; 71; 28; 28; 0.25; 8.0; 1
32; MITOSIS; 2; 72; 37; 37; 0.25; 8.0; 1
35; MITOSIS; 1; 73; 10; 10; 0.25; 8.0; 0
36; MITOSIS; 1; 74; 25; 25; 0.25; 8.0; 0
39; MITOSIS; 2; 75; 35; 35; 0.25; 8.0; 1
41; MITOSIS; 1; 76; 21; 21; 0.25; 8.0; 0
41; MITOSIS; 2; 77; 36; 36; 0.25; 8.0; 1
47; MITOSIS; 2; 78; 32; 32; 0.25; 8.0; 1
48; MITOSIS; 2; 79; 18; 18; 0.25; 8.0; 1
49; MITOSIS; 2; 80; 9; 9; 0.25; 8.0; 1
52; MITOSIS; 2; 81; 1; 1; 0.25; 8.0; 1
53; MITOSIS; 2; 82; 6; 6; 0.25; 8.0; 1
53; MITOSIS; 2; 83; 12; 12; 0.25; 8.0; 1
53; PSTEM-MUTATION; 1; 45; 45; 45; 0.33; 8.0; 0
53; MITOSIS; 2; 84; 45; 45; 0.33; 8.0; 1
53; MITOSIS; 2; 85; 55; 41; 0.25; 8.0; 2
54; MITOSIS; 2; 86; 27; 27; 0.25; 8.0; 1
54; MITOSIS; 2; 87; 41; 41; 0.25; 8.0; 1
55; MITOSIS; 2; 88; 26; 26; 0.25; 8.0; 1
55; MITOSIS; 2; 89; 40; 40; 0.25; 8.0; 1
55; MITOSIS; 2; 90; 42; 42; 0.27; 8.0; 1
55; PSTEM-MUTATION; 1; 48; 1; 1; 0.24; 8.0; 0
55; MITOSIS; 1; 91; 48; 48; 0.24; 8.0; 0
55; MITOSIS; 2; 92; 51; 13; 0.25; 8.0; 2
55; MITOSIS; 2; 93; 54; 40; 0.25; 8.0; 2
56; MITOSIS; 2; 94; 33; 33; 0.25; 8.0; 1
56; MITOSIS; 2; 95; 47; 45; 0.25; 8.0; 2
56; PSTEM-MUTATION; 2; 49; 6; 6; 0.25; 8.0; 1
56; MITOSIS; 2; 96; 49; 6; 0.25; 8.0; 2
56; MITOSIS; 2; 97; 60; 2; 0.25; 8.0; 2
57; P-MUTATION; 1; 3; 3; 3; 0.25; 8.0; 0
57; MITOSIS; 1; 98; 3; 3; 0.25; 8.0; 0
57; MITOSIS; 2; 99; 5; 5; 0.25; 8.0; 1
57; MITOSIS; 2; 100; 20; 20; 0.25; 8.0; 1
57; PSTEM-MUTATION; 1; 50; 12; 12; 0.11; 8.0; 0
57; MITOSIS; 2; 101; 50; 50; 0.11; 8.0; 1
57; MITOSIS; 2; 102; 59; 59; 0.25; 8.0; 1
59; MITOSIS; 1; 103; 4; 4; 0.28; 8.0; 0
59; MITOSIS; 2; 104; 44; 44; 0.25; 8.0; 1
59; MITOSIS; 2; 105; 56; 5; 0.25; 8.0; 2
59; MITOSIS; 2; 106; 66; 34; 0.25; 8.0; 2
60; MITOSIS; 1; 107; 43; 43; 0.25; 8.0; 0
61; MITOSIS; 2; 108; 2; 2; 0.25; 8.0; 1
62; MITOSIS; 2; 109; 14; 14; 0.25; 8.0; 1
62; MITOSIS; 2; 110; 52; 19; 0.25; 8.0; 2
62; MITOSIS; 2; 111; 64; 44; 0.25; 8.0; 2
63; MITOSIS; 2; 112; 7; 7; 0.25; 8.0; 1
64; MITOSIS; 2; 113; 17; 17; 0.25; 8.0; 1
64; MITOSIS; 2; 114; 46; 3; 0.25; 8.0; 2
65; MITOSIS; 2; 115; 53; 53; 0.25; 8.0; 1
66; MITOSIS; 2; 116; 39; 39; 0.25; 8.0; 1
67; MITOSIS; 2; 117; 57; 26; 0.25; 8.0; 2
67; MITOSIS; 2; 118; 63; 39; 0.25; 8.0; 2
68; MITOSIS; 2; 119; 13; 13; 0.25; 8.0; 1
68; MITOSIS; 2; 120; 61; 11; 0.25; 8.0; 2
71; MITOSIS; 2; 121; 62; 62; 0.25; 8.0; 1
71; MITOSIS; 2; 122; 67; 20; 0.25; 8.0; 2
73; MITOSIS; 1; 123; 34; 34; 0.25; 8.0; 0
76; MITOSIS; 2; 124; 58; 42; 0.27; 8.0; 2
80; ABSORPTION-MUTATION; 1; 1; 1; 1; 0.25; 8.0; 0
80; MITOSIS; 1; 125; 1; 1; 0.25; 8.0; 0
81; MITOSIS; 2; 126; 45; 45; 0.33; 8.0; 1
82; PSTEM-MUTATION; 1; 6; 6; 6; 0.21; 8.0; 0
82; MITOSIS; 2; 127; 6; 6; 0.21; 8.0; 1
82; MITOSIS; 2; 128; 27; 27; 0.25; 8.0; 1
82; MITOSIS; 2; 129; 65; 4; 0.28; 8.0; 2
82; MITOSIS; 2; 130; 81; 1; 0.25; 8.0; 2
83; ABSORPTION-MUTATION; 1; 12; 12; 12; 0.25; 8.0; 0
83; MITOSIS; 2; 131; 12; 12; 0.25; 8.0; 1
83; MITOSIS; 2; 132; 55; 41; 0.25; 8.0; 3
83; MITOSIS; 2; 133; 89; 40; 0.25; 8.0; 2
84; MITOSIS; 2; 134; 100; 20; 0.25; 8.0; 2
85; MITOSIS; 2; 135; 41; 41; 0.25; 8.0; 1
86; MITOSIS; 1; 136; 48; 48; 0.24; 8.0; 0
86; MITOSIS; 2; 137; 54; 40; 0.25; 8.0; 3
86; MITOSIS; 2; 138; 83; 12; 0.25; 8.0; 2
86; MITOSIS; 2; 139; 88; 26; 0.25; 8.0; 2
86; MITOSIS; 2; 140; 95; 45; 0.25; 8.0; 3
87; MITOSIS; 2; 141; 33; 33; 0.25; 8.0; 1
87; PSTEM-MUTATION; 1; 50; 12; 12; 0.08; 8.0; 0
87; MITOSIS; 2; 142; 50; 50; 0.08; 8.0; 1
87; MITOSIS; 2; 143; 51; 13; 0.25; 8.0; 3
87; MITOSIS; 2; 144; 87; 41; 0.25; 8.0; 2
87; MITOSIS; 2; 145; 92; 13; 0.25; 8.0; 3
88; MITOSIS; 2; 146; 47; 45; 0.25; 8.0; 3
88; MITOSIS; 2; 147; 82; 6; 0.25; 8.0; 2
88; MITOSIS; 2; 148; 86; 27; 0.25; 8.0; 2
88; MITOSIS; 2; 149; 99; 5; 0.25; 8.0; 2
88; MITOSIS; 2; 150; 105; 5; 0.25; 8.0; 3
89; MITOSIS; 2; 151; 26; 26; 0.25; 8.0; 1
89; MITOSIS; 2; 152; 90; 42; 0.27; 8.0; 2
90; MITOSIS; 2; 153; 84; 45; 0.33; 8.0; 2
90; MITOSIS; 2; 154; 98; 98; 0.25; 8.0; 1
91; MITOSIS; 1; 155; 4; 4; 0.28; 8.0; 0
91; MITOSIS; 1; 156; 19; 19; 0.25; 8.0; 0
91; MITOSIS; 1; 157; 42; 42; 0.27; 8.0; 0
91; MITOSIS; 2; 158; 43; 43; 0.25; 8.0; 1
91; MITOSIS; 2; 159; 104; 44; 0.25; 8.0; 2
93; MITOSIS; 2; 160; 3; 3; 0.25; 8.0; 1
94; PSTEM-MUTATION; 2; 85; 55; 41; 0.29; 8.0; 2
94; MITOSIS; 2; 161; 85; 41; 0.29; 8.0; 3
94; MITOSIS; 2; 162; 94; 33; 0.25; 8.0; 2
94; PSTEM-MUTATION; 2; 101; 50; 50; -1.38777878078e-17; 8.0; 1
94; MITOSIS; 2; 163; 101; 50; -1.38777878078e-17; 8.0; 2
95; MITOSIS; 2; 164; 91; 91; 0.24; 8.0; 1
97; MITOSIS; 2; 165; 5; 5; 0.25; 8.0; 1
97; MITOSIS; 2; 166; 56; 5; 0.25; 8.0; 3
97; MITOSIS; 2; 167; 102; 59; 0.25; 8.0; 2
100; MITOSIS; 2; 168; 60; 2; 0.25; 8.0; 3
102; PSTEM-MUTATION; 2; 93; 54; 40; 0.18; 8.0; 2
102; MITOSIS; 2; 169; 93; 40; 0.18; 8.0; 3
103; MITOSIS; 2; 170; 110; 19; 0.25; 8.0; 3
104; MITOSIS; 2; 171; 97; 2; 0.25; 8.0; 3
107; MITOSIS; 2; 172; 20; 20; 0.25; 8.0; 1
107; PSTEM-MUTATION; 1; 40; 40; 40; 0.17; 8.0; 0
107; MITOSIS; 2; 173; 40; 40; 0.17; 8.0; 1
108; MITOSIS; 2; 174; 96; 6; 0.25; 8.0; 3
109; MITOSIS; 2; 175; 1; 1; 0.25; 8.0; 1
109; MITOSIS; 2; 176; 106; 34; 0.25; 8.0; 3
110; MITOSIS; 2; 177; 45; 45; 0.33; 8.0; 1
111; MITOSIS; 2; 178; 6; 6; 0.21; 8.0; 1
111; MITOSIS; 1; 179; 27; 27; 0.25; 8.0; 0
111; MITOSIS; 2; 180; 72; 37; 0.25; 8.0; 2
112; MITOSIS; 2; 181; 125; 125; 0.25; 8.0; 1
112; MITOSIS; 2; 182; 131; 12; 0.25; 8.0; 2
113; MITOSIS; 2; 183; 12; 12; 0.25; 8.0; 1
113; MITOSIS; 2; 184; 69; 69; 0.25; 8.0; 1
114; MITOSIS; 2; 185; 81; 1; 0.25; 8.0; 3
114; MITOSIS; 2; 186; 128; 27; 0.25; 8.0; 2
114; PSTEM-MUTATION; 2; 130; 81; 1; 0.22; 8.0; 2
114; MITOSIS; 2; 187; 130; 1; 0.22; 8.0; 3
115; MITOSIS; 2; 188; 41; 41; 0.25; 8.0; 1
115; MITOSIS; 2; 189; 48; 48; 0.24; 8.0; 1
115; MITOSIS; 2; 190; 50; 50; 0.08; 8.0; 1
115; MITOSIS; 1; 191; 59; 59; 0.25; 8.0; 0
115; MITOSIS; 2; 192; 136; 136; 0.24; 8.0; 1
116; PSTEM-MUTATION; 1; 103; 4; 4; 0.28; 8.0; 0
116; MITOSIS; 2; 193; 103; 103; 0.28; 8.0; 1
116; MITOSIS; 2; 194; 127; 6; 0.21; 8.0; 2
117; MITOSIS; 2; 195; 55; 41; 0.25; 8.0; 4
117; MITOSIS; 2; 196; 132; 41; 0.25; 8.0; 4
118; MITOSIS; 2; 197; 54; 40; 0.25; 8.0; 4
118; MITOSIS; 2; 198; 58; 42; 0.27; 8.0; 3
118; MITOSIS; 2; 199; 126; 45; 0.33; 8.0; 2
118; MITOSIS; 2; 200; 133; 40; 0.25; 8.0; 3
118; MITOSIS; 2; 201; 142; 50; 0.08; 8.0; 2
119; MITOSIS; 2; 202; 26; 26; 0.25; 8.0; 1
119; MITOSIS; 2; 203; 134; 20; 0.25; 8.0; 3
119; MITOSIS; 2; 204; 135; 41; 0.25; 8.0; 2
119; MITOSIS; 2; 205; 137; 40; 0.25; 8.0; 4
119; MITOSIS; 2; 206; 144; 41; 0.25; 8.0; 3
119; PSTEM-MUTATION; 2; 146; 47; 45; 0.25; 8.0; 3
119; MITOSIS; 2; 207; 146; 45; 0.25; 8.0; 4
120; MITOSIS; 2; 208; 99; 5; 0.25; 8.0; 3
120; MAXDIV-MUTATION; 2; 143; 51; 13; 0.25; 7.87207872079; 3
120; MITOSIS; 2; 209; 143; 13; 0.25; 7.87207872079; 4
120; MITOSIS; 2; 210; 145; 13; 0.25; 8.0; 4
121; MITOSIS; 2; 211; 88; 26; 0.25; 8.0; 3
121; MITOSIS; 2; 212; 98; 98; 0.25; 8.0; 1
122; MITOSIS; 2; 213; 42; 42; 0.27; 8.0; 1
122; MITOSIS; 1; 214; 43; 43; 0.25; 8.0; 0
122; MAXDIV-MUTATION; 1; 44; 44; 44; 0.25; 7.01754385965; 0
122; MITOSIS; 1; 215; 44; 44; 0.25; 7.01754385965; 0
123; ABSORPTION-MUTATION; 2; 150; 105; 5; 0.25; 8.0; 3
123; MITOSIS; 2; 216; 150; 5; 0.25; 8.0; 4
123; MITOSIS; 1; 217; 157; 157; 0.27; 8.0; 0
124; MITOSIS; 2; 218; 4; 4; 0.28; 8.0; 1
124; MITOSIS; 2; 219; 47; 45; 0.25; 8.0; 4
124; MITOSIS; 2; 220; 75; 35; 0.25; 8.0; 2
125; MITOSIS; 2; 221; 74; 74; 0.25; 8.0; 1
125; MITOSIS; 2; 222; 86; 27; 0.25; 8.0; 3
125; PSTEM-MUTATION; 2; 141; 33; 33; 0.18; 8.0; 1
125; MITOSIS; 2; 223; 141; 33; 0.18; 8.0; 2
126; PSTEM-MUTATION; 1; 3; 3; 3; 0.3; 8.0; 0
126; MITOSIS; 2; 224; 3; 3; 0.3; 8.0; 1
126; MITOSIS; 2; 225; 46; 3; 0.25; 8.0; 3
126; MITOSIS; 2; 226; 105; 5; 0.25; 8.0; 4
126; MITOSIS; 2; 227; 117; 26; 0.25; 8.0; 3
126; MITOSIS; 2; 228; 152; 42; 0.27; 8.0; 3
127; MITOSIS; 1; 229; 10; 10; 0.25; 8.0; 0
127; PSTEM-MUTATION; 1; 13; 13; 13; 0.16; 8.0; 0
127; MITOSIS; 2; 230; 13; 13; 0.16; 8.0; 1
127; PSTEM-MUTATION; 2; 138; 83; 12; 0.24; 8.0; 2
127; MITOSIS; 2; 231; 138; 12; 0.24; 8.0; 3
127; PSTEM-MUTATION; 2; 139; 88; 26; 0.19; 8.0; 2
127; MITOSIS; 2; 232; 139; 26; 0.19; 8.0; 3
128; MITOSIS; 2; 233; 140; 45; 0.25; 8.0; 4
129; MITOSIS; 2; 234; 24; 24; 0.25; 8.0; 1
129; MITOSIS; 2; 235; 31; 31; 0.25; 8.0; 1
129; MITOSIS; 2; 236; 66; 34; 0.25; 8.0; 3
129; MITOSIS; 2; 237; 159; 44; 0.25; 8.0; 3
130; MITOSIS; 2; 238; 11; 11; 0.25; 8.0; 1
130; MITOSIS; 2; 239; 92; 13; 0.25; 8.0; 4
130; PSTEM-MUTATION; 2; 104; 44; 44; 0.26; 8.0; 2
130; MITOSIS; 2; 240; 104; 44; 0.26; 8.0; 3
130; PSTEM-MUTATION; 2; 112; 7; 7; 0.29; 8.0; 1
130; MITOSIS; 2; 241; 112; 7; 0.29; 8.0; 2
130; MITOSIS; 2; 242; 154; 98; 0.25; 8.0; 2
130; MITOSIS; 1; 243; 155; 155; 0.28; 8.0; 0
131; MITOSIS; 1; 244; 24; 24; 0.25; 8.0; 0
131; MITOSIS; 2; 245; 76; 76; 0.25; 8.0; 1
131; P-MUTATION; 2; 89; 40; 40; 0.25; 8.0; 2
131; ABSORPTION-MUTATION; 2; 89; 40; 40; 0.25; 8.0; 2
131; MITOSIS; 2; 246; 89; 40; 0.25; 8.0; 3
131; MITOSIS; 2; 247; 158; 43; 0.25; 8.0; 2
132; MITOSIS; 2; 248; 31; 31; 0.25; 8.0; 1
132; MITOSIS; 2; 249; 87; 41; 0.25; 8.0; 3
132; MITOSIS; 2; 250; 90; 42; 0.27; 8.0; 3
132; MITOSIS; 2; 251; 148; 27; 0.25; 8.0; 3
132; MITOSIS; 2; 252; 234; 24; 0.25; 8.0; 2
132; PSTEM-MUTATION; 2; 235; 31; 31; 0.26; 8.0; 1
132; MITOSIS; 2; 253; 235; 31; 0.26; 8.0; 2
133; MITOSIS; 2; 254; 149; 5; 0.25; 8.0; 3
134; MITOSIS; 1; 255; 24; 24; 0.25; 8.0; 0
134; MITOSIS; 2; 256; 151; 26; 0.25; 8.0; 2
134; MITOSIS; 1; 257; 244; 244; 0.25; 8.0; 0
135; MITOSIS; 2; 258; 100; 20; 0.25; 8.0; 3
135; GROWTH_THRESHOLD-MUTATION; 1; 107; 43; 43; 0.25; 8.0; 0
135; MITOSIS; 1; 259; 107; 107; 0.25; 8.0; 0
136; MITOSIS; 2; 260; 2; 2; 0.25; 8.0; 1
136; MITOSIS; 2; 261; 108; 2; 0.25; 8.0; 2
136; MITOSIS; 2; 262; 120; 11; 0.25; 8.0; 3
136; MITOSIS; 2; 263; 252; 24; 0.25; 8.0; 3
136; MITOSIS; 2; 264; 253; 31; 0.26; 8.0; 3
137; MAXDIV-MUTATION; 1; 1; 1; 1; 0.25; 8.46; 0
137; MITOSIS; 2; 265; 1; 1; 0.25; 8.46; 1
137; MITOSIS; 2; 266; 49; 6; 0.25; 8.0; 3
137; MITOSIS; 2; 267; 51; 13; 0.25; 8.0; 4
137; MITOSIS; 2; 268; 234; 24; 0.25; 8.0; 3
137; MITOSIS; 1; 269; 244; 244; 0.25; 8.0; 0
137; MITOSIS; 2; 270; 248; 31; 0.25; 8.0; 2
137; MITOSIS; 2; 271; 257; 257; 0.25; 8.0; 1
138; MITOSIS; 2; 272; 6; 6; 0.21; 8.0; 1
138; MITOSIS; 2; 273; 31; 31; 0.25; 8.0; 1
138; MITOSIS; 2; 274; 168; 2; 0.25; 8.0; 4
139; MITOSIS; 1; 275; 76; 76; 0.25; 8.0; 0
139; MITOSIS; 2; 276; 255; 255; 0.25; 8.0; 1
140; MITOSIS; 2; 277; 77; 36; 0.25; 8.0; 2
140; MITOSIS; 2; 278; 162; 33; 0.25; 8.0; 3
140; MITOSIS; 2; 279; 253; 31; 0.26; 8.0; 4
140; PSTEM-MUTATION; 1; 257; 244; 244; 0.29; 8.0; 0
140; MITOSIS; 2; 280; 257; 257; 0.29; 8.0; 1
140; MITOSIS; 2; 281; 264; 31; 0.26; 8.0; 4
141; MITOSIS; 1; 282; 45; 45; 0.33; 8.0; 0
141; MITOSIS; 2; 283; 175; 1; 0.25; 8.0; 2
141; MITOSIS; 2; 284; 252; 24; 0.25; 8.0; 4
141; MITOSIS; 2; 285; 263; 24; 0.25; 8.0; 4
141; MITOSIS; 2; 286; 269; 269; 0.25; 8.0; 1
141; MITOSIS; 2; 287; 276; 255; 0.25; 8.0; 2
142; MITOSIS; 2; 288; 12; 12; 0.25; 8.0; 1
142; MITOSIS; 2; 289; 27; 27; 0.25; 8.0; 1
142; MITOSIS; 2; 290; 53; 53; 0.25; 8.0; 1
142; MITOSIS; 2; 291; 60; 2; 0.25; 8.0; 4
142; MITOSIS; 2; 292; 119; 13; 0.25; 8.0; 2
142; MITOSIS; 2; 293; 160; 3; 0.25; 8.0; 2
142; MITOSIS; 2; 294; 280; 257; 0.29; 8.0; 2
143; MITOSIS; 2; 295; 82; 6; 0.25; 8.0; 3
143; PSTEM-MUTATION; 2; 83; 12; 12; 0.3; 8.0; 2
143; ABSORPTION-MUTATION; 2; 83; 12; 12; 0.3; 8.0; 2
143; MITOSIS; 2; 296; 83; 12; 0.3; 8.0; 3
143; MITOSIS; 2; 297; 108; 2; 0.25; 8.0; 3
143; MITOSIS; 2; 298; 136; 136; 0.24; 8.0; 1
143; MITOSIS; 2; 299; 275; 275; 0.25; 8.0; 1
143; MITOSIS; 2; 300; 277; 36; 0.25; 8.0; 3
143; MITOSIS; 2; 301; 281; 31; 0.26; 8.0; 5
144; MITOSIS; 2; 302; 95; 45; 0.25; 8.0; 4
144; PSTEM-MUTATION; 2; 130; 81; 1; 0.25; 8.0; 3
144; MITOSIS; 2; 303; 130; 1; 0.25; 8.0; 4
144; MITOSIS; 2; 304; 131; 12; 0.25; 8.0; 3
144; PSTEM-MUTATION; 2; 177; 45; 45; 0.34; 8.0; 1
144; MITOSIS; 2; 305; 177; 45; 0.34; 8.0; 2
144; MITOSIS; 2; 306; 248; 31; 0.25; 8.0; 3
144; MITOSIS; 2; 307; 269; 269; 0.25; 8.0; 1
145; PSTEM-MUTATION; 1; 41; 41; 41; 0.24; 8.0; 0
145; MITOSIS; 2; 308; 41; 41; 0.24; 8.0; 1
145; MITOSIS; 2; 309; 108; 2; 0.25; 8.0; 4
146; MITOSIS; 2; 310; 50; 50; 0.08; 8.0; 1
146; MITOSIS; 2; 311; 125; 125; 0.25; 8.0; 1
146; MITOSIS; 2; 312; 127; 6; 0.21; 8.0; 3
146; MITOSIS; 2; 313; 163; 50; -1.38777878078e-17; 8.0; 3
146; MITOSIS; 2; 314; 183; 12; 0.25; 8.0; 2
146; MITOSIS; 2; 315; 277; 36; 0.25; 8.0; 4
146; PSTEM-MUTATION; 2; 279; 253; 31; 0.24; 8.0; 4
146; MITOSIS; 2; 316; 279; 31; 0.24; 8.0; 5
146; MITOSIS; 2; 317; 294; 257; 0.29; 8.0; 3
146; MITOSIS; 2; 318; 297; 2; 0.25; 8.0; 4
147; MITOSIS; 2; 319; 77; 36; 0.25; 8.0; 3
147; MITOSIS; 2; 320; 186; 27; 0.25; 8.0; 3
147; MITOSIS; 2; 321; 192; 136; 0.24; 8.0; 2
147; MITOSIS; 2; 322; 276; 255; 0.25; 8.0; 3
147; MITOSIS; 2; 323; 292; 13; 0.25; 8.0; 3
148; MITOSIS; 2; 324; 181; 125; 0.25; 8.0; 2
148; MITOSIS; 1; 325; 275; 275; 0.25; 8.0; 0
148; MITOSIS; 2; 326; 280; 257; 0.29; 8.0; 3
149; PSTEM-MUTATION; 1; 26; 26; 26; 0.29; 8.0; 0
149; MITOSIS; 2; 327; 26; 26; 0.29; 8.0; 1
149; MITOSIS; 2; 328; 166; 5; 0.25; 8.0; 4
149; MITOSIS; 2; 329; 252; 24; 0.25; 8.0; 5
149; MITOSIS; 2; 330; 253; 31; 0.26; 8.0; 5
149; MITOSIS; 2; 331; 315; 36; 0.25; 8.0; 5
150; MITOSIS; 2; 332; 43; 43; 0.25; 8.0; 1
150; PSTEM-MUTATION; 2; 54; 40; 40; 0.27; 8.0; 4
150; MITOSIS; 2; 333; 54; 40; 0.27; 8.0; 5
150; GROWTH_THRESHOLD-MUTATION; 1; 179; 27; 27; 0.25; 8.0; 0
150; MITOSIS; 2; 334; 179; 179; 0.25; 8.0; 1
150; MITOSIS; 2; 335; 188; 41; 0.25; 8.0; 2
150; MITOSIS; 2; 336; 207; 45; 0.25; 8.0; 5
150; MITOSIS; 2; 337; 214; 214; 0.25; 8.0; 1
150; MITOSIS; 2; 338; 248; 31; 0.25; 8.0; 4
150; MITOSIS; 2; 339; 263; 24; 0.25; 8.0; 5
150; MITOSIS; 2; 340; 270; 31; 0.25; 8.0; 3
150; MITOSIS; 2; 341; 276; 255; 0.25; 8.0; 4
150; MITOSIS; 2; 342; 286; 269; 0.25; 8.0; 2
150; MITOSIS; 2; 343; 323; 13; 0.25; 8.0; 4
151; MITOSIS; 2; 344; 133; 40; 0.25; 8.0; 4
151; MITOSIS; 2; 345; 182; 12; 0.25; 8.0; 3
151; MITOSIS; 2; 346; 195; 41; 0.25; 8.0; 5
151; MITOSIS; 2; 347; 201; 50; 0.08; 8.0; 3
151; MITOSIS; 2; 348; 287; 255; 0.25; 8.0; 3
151; MITOSIS; 2; 349; 299; 275; 0.25; 8.0; 2
151; MITOSIS; 2; 350; 300; 36; 0.25; 8.0; 4
151; MITOSIS; 2; 351; 301; 31; 0.26; 8.0; 6
152; MITOSIS; 2; 352; 146; 45; 0.25; 8.0; 5
152; MITOSIS; 2; 353; 178; 6; 0.21; 8.0; 2
152; MITOSIS; 2; 354; 187; 1; 0.22; 8.0; 4
152; MITOSIS; 2; 355; 199; 45; 0.33; 8.0; 3
152; MITOSIS; 2; 356; 205; 40; 0.25; 8.0; 5
152; MITOSIS; 2; 357; 206; 41; 0.25; 8.0; 4
152; MITOSIS; 2; 358; 234; 24; 0.25; 8.0; 4
152; MITOSIS; 2; 359; 280; 257; 0.29; 8.0; 4
152; MITOSIS; 2; 360; 322; 255; 0.25; 8.0; 4
153; MITOSIS; 2; 361; 48; 48; 0.24; 8.0; 1
